leading	Gene names	Protein names	Peptides	Unique peptides	Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mol. weight [kDa]	Sequence coverage [%]	Fold Change RNAi/CONTROL	p-value	LFQ intensity RNAi_1	imputed (0=no/1=yes)	LFQ intensity RNAi_2	imputed (0=no/1=yes)	LFQ intensity RNAi_3	imputed (0=no/1=yes)	LFQ intensity CONTROL_1	imputed (0=no/1=yes)	LFQ intensity CONTROL_2	imputed (0=no/1=yes)	LFQ intensity CONTROL_3	imputed (0=no/1=yes)	GlyGly (K) site positions
	U2SURP	U2 snRNP-associated SURP motif-containing protein	5	5	O15042	O15042	5	5	5	118.29	5.1	2.3888892974541	3.95E-01	23.2614	0	23.0157	0	22.783	0	22.782	0	23.3488	0	19.1603	1	
	BPTF	Nucleosome-remodeling factor subunit BPTF	2	2	Q12830	Q12830	2	2	2	338.26	0.6	2.94923339864501	4.79E-01	20.681	1	25.4538	0	18.7577	1	19.7538	1	20.4664	1	19.9912	1	
	STX7	Syntaxin-7	4	4	O15400	O15400	4	4	4	29.815	22.2	2.43271952914758	3.43E-01	23.1592	0	22.7716	0	23.1046	0	19.3578	1	22.8231	0	23.0068	0	
	BLMH	Bleomycin hydrolase	1	1	Q13867	Q13867	1	1	1	52.562	2.4	2.52198553320727	3.96E-01	23.5754	0	19.2706	1	19.51	1	19.3812	1	19.7226	1	19.2486	1	
	MTURN	Maturin	2	2	Q8N3F0	Q8N3F0	2	2	2	14.925	15.3	3.59148378004882	7.99E-02	20.2931	1	20.4918	1	22.4933	0	19.9703	1	18.8574	1	18.9166	1	
	CBX5	Chromobox protein homolog 5	3	3	P45973	P45973	3	3	3	22.225	11.5	2.03912469409511	5.18E-01	20.1098	1	20.6682	1	23.5758	0	22.3345	0	19.7933	1	19.1421	1	
	EYA3	Eyes absent homolog 3	3	3	Q99504	Q99504	3	3	3	62.662	8.2	3.09330695065094	1.02E-01	22.8896	0	23.5168	0	23.0964	0	20.1613	1	22.7315	0	21.7225	0	
	ATG4B	Cysteine protease ATG4B	3	3	Q9Y4P1	Q9Y4P1	3	3	3	44.294	11.7	2.4047718059396	3.64E-01	22.5569	0	22.4092	0	23.1452	0	22.6776	0	22.6315	0	19.0046	1	
	RBM26	RNA-binding protein 26	7	7	Q5T8P6;Q9P2N5	Q5T8P6	7;1	7;1	7;1	113.6	8.1	2.64995892917067	8.21E-02	22.797	0	22.9815	0	22.8689	0	22.2144	0	21.9411	0	20.2739	1	
	WDR12	Ribosome biogenesis protein WDR12	2	2	Q9GZL7	Q9GZL7	2	2	2	47.707	9	2.13704901827338	4.81E-01	22.3942	0	20.1854	1	22.6082	0	19.4806	1	19.4259	1	22.9945	0	
	ITM2C	Integral membrane protein 2C;CT-BRI3	2	2	Q9NQX7	Q9NQX7	2	2	2	30.223	12.4	3.55756471305585	1.98E-01	23.1776	0	20.6268	1	19.333	1	19.9383	1	18.74	1	18.9664	1	
	SCCPDH	Saccharopine dehydrogenase-like oxidoreductase	3	3	Q8NBX0	Q8NBX0	3	3	3	47.151	8.4	4.20781127613908	2.47E-01	20.9433	1	22.3191	0	22.9307	0	22.7986	0	18.3335	1	18.8419	1	
	TUBA4A;TUBA8	Tubulin alpha-4A chain;Tubulin alpha-8 chain	16	2	P68366;Q9NY65;A6NHL2;Q9H853	P68366;Q9NY65	16;10;2;1	2;0;0;0	2;0;0;0	49.924	44.2	3.32662674113953	5.65E-02	20.4443	1	22.203	0	22.1865	0	19.5785	1	19.5932	1	20.4598	1	
	HAUS8	HAUS augmin-like complex subunit 8	3	3	Q9BT25	Q9BT25	3	3	3	44.857	12.7	6.45528145739662	5.81E-02	22.3733	0	22.297	0	24.0107	0	21.4627	0	18.5683	1	20.5785	1	
	TLE3	Transducin-like enhancer protein 3	7	3	Q04726;Q04725	Q04726	7;3	3;0	3;0	83.416	11	3.31990049188208	1.50E-01	22.2429	0	21.9977	0	22.5626	0	19.4235	1	19.7407	1	22.4455	0	
	RNF149	E3 ubiquitin-protein ligase RNF149	3	3	Q8NC42	Q8NC42	3	3	3	43.164	7	4.35348272918764	7.71E-02	22.8249	0	22.144	0	22.554	0	19.0986	1	22.0553	0	20.0024	1	
	RNF220	E3 ubiquitin-protein ligase RNF220	2	2	Q5VTB9	Q5VTB9	2	2	2	62.765	4.2	3.07982846413446	2.91E-01	19.1458	1	23.1232	0	19.8995	1	19.7055	1	19.5844	1	18.0101	1	
	CHIC2	Cysteine-rich hydrophobic domain-containing protein 2	2	2	Q9UKJ5	Q9UKJ5	2	2	2	19.254	19.4	3.21135019877032	2.07E-01	19.638	1	20.6433	1	23.2498	0	19.0009	1	19.4349	1	20.0458	1	
	ACAP1	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1	1	1	Q15027	Q15027	1	1	1	81.535	2.2	2.10272473343799	2.71E-01	19.5882	1	20.0374	1	21.6715	0	18.731	1	20.4628	1	18.8865	1	
	GNL1	Guanine nucleotide-binding protein-like 1	2	2	P36915	P36915	2	2	2	68.66	3.1	2.35680108555583	3.48E-01	23.3298	0	19.6683	1	20.7605	1	19.3246	1	19.9461	1	20.7774	1	
	WDR77	Methylosome protein 50	3	3	Q9BQA1	Q9BQA1	3	3	3	36.724	8.5	2.35118816152211	3.81E-01	22.6016	0	19.9274	1	22.7252	0	22.2352	0	19.624	1	19.6949	1	
	UBR7	Putative E3 ubiquitin-protein ligase UBR7	3	3	Q8N806	Q8N806	3	3	3	47.998	7.8	2.3678209642666	1.14E-01	22.5951	0	22.2952	0	22.1395	0	21.1999	0	22.0902	0	20.009	1	
	BAZ1A	Bromodomain adjacent to zinc finger domain protein 1A	4	4	Q9NRL2	Q9NRL2	4	4	4	178.7	3.9	2.32694965906729	3.49E-01	22.4218	0	22.7582	0	21.1334	1	21.9203	0	21.9295	0	18.8083	1	
	GLTP	Glycolipid transfer protein	2	2	Q9NZD2	Q9NZD2	2	2	2	23.85	12.9	2.53817228648646	2.48E-01	19.6949	1	19.7876	1	22.5524	0	19.0471	1	19.9939	1	18.9625	1	
	EIF3K	Eukaryotic translation initiation factor 3 subunit K	1	1	Q9UBQ5	Q9UBQ5	1	1	1	25.059	6.9	2.29106755667971	3.68E-01	19.2189	1	18.7908	1	22.3715	0	18.277	1	19.4455	1	19.0706	1	
	TNIP2	TNFAIP3-interacting protein 2	1	1	Q8NFZ5	Q8NFZ5	1	1	1	48.699	5.1	2.4895586441666	3.14E-01	20.2759	1	22.5847	0	18.8285	1	18.5807	1	19.6361	1	19.5246	1	
	SRSF5;SRSF6;SRSF4	Serine/arginine-rich splicing factor 5;Serine/arginine-rich splicing factor 6;Serine/arginine-rich splicing factor 4	1	1	Q13243;Q13247;Q08170	Q13243;Q13247;Q08170	1;1;1	1;1;1	1;1;1	31.263	3.3	2.12956682231016	2.98E-01	19.7397	1	20.3781	1	22.4984	0	20.2928	1	19.0597	1	19.9921	1	
	SMARCC2	SWI/SNF complex subunit SMARCC2	11	2	Q8TAQ2	Q8TAQ2	11	2	2	132.88	9.2	2.91292791468991	3.90E-01	23.0497	0	19.2912	1	22.7556	0	19.0055	1	19.2075	1	22.2561	0	
	H1FX	Histone H1x	2	2	Q92522	Q92522	2	2	2	22.487	10.3	2.54342049927164	3.50E-01	21.8066	0	22.4073	0	21.2332	1	19.4384	1	22.9122	0	19.0561	1	
	CSNK2B	Casein kinase II subunit beta	2	2	P67870	P67870	2	2	2	24.942	7.9	2.01250169734844	3.06E-01	20.5424	1	22.7589	0	20.1153	1	20.0247	1	20.6301	1	19.7347	1	
	KHNYN	Protein KHNYN	7	7	O15037	O15037	7	7	7	74.533	16.8	2.34360592106818	1.69E-01	21.8182	0	22.7992	0	21.6056	0	19.8047	1	21.9958	0	20.7364	0	
	SMC1B	Structural maintenance of chromosomes protein 1B	2	2	Q8NDV3	Q8NDV3	2	2	2	143.91	0.6	2.91514975816613	8.84E-02	22.1096	0	20.3518	1	22.2813	0	19.4263	1	20.3064	1	20.3793	1	
	NEDD4	E3 ubiquitin-protein ligase NEDD4	3	1	P46934	P46934	3	1	1	149.11	2.4	2.60766763504012	2.27E-01	19.8283	1	22.62	0	20.6308	1	18.9375	1	19.3772	1	20.6161	1	
	EPN3	Epsin-3	2	1	Q9H201	Q9H201	2	1	1	68.221	3.5	2.08558194709875	1.44E-01	20.9091	1	19.9945	1	21.6903	0	19.7146	1	19.2994	1	20.3986	1	
	AAGAB	Alpha- and gamma-adaptin-binding protein p34	1	1	Q6PD74	Q6PD74	1	1	1	34.593	4.4	2.35765071587989	1.21E-01	19.7529	1	20.5425	1	21.8816	0	19.3288	1	19.6784	1	19.4576	1	
	KRT87P	Putative keratin-87 protein	12	2	A6NCN2	A6NCN2	12	2	2	29.117	35.7	4.09942054918535	2.67E-01	20.0082	1	24.4659	0	19.624	1	18.9952	1	19.8859	1	19.1108	1	
	SUGP2	SURP and G-patch domain-containing protein 2	2	2	Q8IX01	Q8IX01	2	2	2	120.21	3.3	2.18281520750023	1.86E-01	21.2336	0	22.6858	0	21.275	1	21.5204	0	19.7193	1	20.5761	1	
	ERICH1	Glutamate-rich protein 1	1	1	Q86X53	Q86X53	1	1	1	48.984	3.8	2.10656144850213	3.08E-01	20.1641	1	19.2174	1	22.1568	0	19.3808	1	20.0072	1	18.9256	1	
	BTN2A1	Butyrophilin subfamily 2 member A1	3	3	Q7KYR7	Q7KYR7	3	3	3	59.632	9.3	2.42156545573078	2.17E-01	21.8412	0	21.85	0	21.8387	0	19.369	1	20.0688	1	22.2643	0	
	NEDD8	NEDD8	1	1	Q15843	Q15843	1	1	1	9.0714	17.3	3.39669104488452	1.80E-01	23.8984	0	20.7751	1	20.5252	1	20.0829	1	19.8208	1	20.0025	1	
	BCL2L13	Bcl-2-like protein 13	2	2	Q9BXK5	Q9BXK5	2	2	2	52.723	4.9	2.22673519197081	3.35E-01	20.1323	1	19.7499	1	21.7027	0	19.3059	1	20.9129	1	17.9014	1	
	EXD2	Exonuclease 3-5 domain-containing protein 2	1	1	Q9NVH0	Q9NVH0	1	1	1	70.352	2.1	2.32588537625536	2.62E-01	20.2917	1	22.3111	0	19.533	1	18.7488	1	19.5035	1	20.2303	1	
	NCR3LG1	Natural cytotoxicity triggering receptor 3 ligand 1	1	1	Q68D85	Q68D85	1	1	1	50.827	2.6	2.95736025891651	7.08E-02	19.9068	1	22.0923	0	21.1783	1	19.4178	1	19.6695	1	19.3972	1	
	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1	3	3	Q9BUJ2	Q9BUJ2	3	3	3	95.737	4.2	2.15451030670259	1.22E-01	21.7736	0	21.8633	0	21.6473	0	21.1574	0	21.2723	0	19.5325	1	
	SRSF2;SRSF8	Serine/arginine-rich splicing factor 2;Serine/arginine-rich splicing factor 8	1	1	Q01130;Q9BRL6	Q01130;Q9BRL6	1;1	1;1	1;1	25.476	3.6	2.32919269629618	3.33E-01	20.1588	1	22.7064	0	18.9838	1	19.3339	1	19.1688	1	19.6867	1	
	HAL	Histidine ammonia-lyase	2	2	P42357	P42357	2	2	2	72.697	4	2.14479535502882	4.71E-01	19.2779	1	18.5443	1	22.7841	0	19.7336	1	19.3539	1	18.2163	1	
	TMPO	Lamina-associated polypeptide 2, isoform alpha;Thymopoietin;Thymopentin	13	4	P42166	P42166	13	4	4	75.491	25.2	2.1592196331809	2.61E-01	20.6824	1	21.9538	0	21.7234	0	18.8386	1	21.1762	0	21.0132	0	
	DSG3	Desmoglein-3	1	1	P32926	P32926	1	1	1	107.53	2.4	2.98644675422891	3.50E-01	19.8801	1	24.1437	0	20.0396	1	20.8396	1	19.327	1	19.1615	1	
	CCNK	Cyclin-K	2	2	O75909	O75909	2	2	2	64.239	4.7	2.11696878975027	1.93E-01	21.6295	0	21.6079	0	21.6644	0	21.0173	0	19.192	1	21.4465	0	
	MSI2	RNA-binding protein Musashi homolog 2	1	1	Q96DH6	Q96DH6	1	1	1	35.196	4.6	2.01452540597805	1.94E-01	19.027	1	20.6512	1	20.9969	0	19.0343	1	18.9499	1	19.6596	1	
	RABGAP1	Rab GTPase-activating protein 1	2	2	Q9Y3P9	Q9Y3P9	2	2	2	121.74	2.1	2.23832573268116	2.15E-01	20.683	1	18.7913	1	21.2725	0	19.5786	1	18.9484	1	18.7326	1	
	DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2	1	1	O43237	O43237	1	1	1	54.099	2.4	2.13728603773656	2.11E-01	22.2207	0	19.9529	1	20.1372	1	19.5951	1	19.8926	1	19.5357	1	
	SGTB	Small glutamine-rich tetratricopeptide repeat-containing protein beta	1	1	Q96EQ0	Q96EQ0	1	1	1	33.429	5.3	2.4958305702452	5.76E-02	20.7641	1	20.5473	1	20.9888	0	19.9086	1	19.952	1	18.4811	1	
	MPP5	MAGUK p55 subfamily member 5	1	1	Q8N3R9	Q8N3R9	1	1	1	77.293	1.8	2.16386425818028	2.77E-01	18.7856	1	20.0986	1	21.5548	0	19.453	1	19.3696	1	18.2755	1	
	BID	BH3-interacting domain death agonist;BH3-interacting domain death agonist p15;BH3-interacting domain death agonist p13;BH3-interacting domain death agonist p11	1	1	P55957	P55957	1	1	1	21.994	7.7	2.21528144409187	2.45E-01	20.3764	1	20.485	1	22.2292	0	20.6204	1	18.7104	1	20.3174	1	
	ZKSCAN8	Zinc finger protein with KRAB and SCAN domains 8	4	4	Q15776	Q15776	4	4	4	65.815	7.6	2.25386327396202	1.64E-01	20.0346	1	21.5516	0	19.3942	1	19.3892	1	18.6415	1	19.4324	1	
	FKBP9	Peptidyl-prolyl cis-trans isomerase FKBP9	2	2	O95302	O95302	2	2	2	63.083	4.6	2.0200765998901	2.59E-01	21.6083	0	19.3037	1	20.2267	1	18.7831	1	20.0916	1	19.2209	1	
	APOD	Apolipoprotein D	2	2	P05090	P05090	2	2	2	21.275	9.5	2.1576038484827	3.59E-01	20.7662	1	22.829	0	19.1554	1	19.8387	1	20.0057	1	19.5779	1	
	STXBP2	Syntaxin-binding protein 2	2	2	Q15833	Q15833	2	2	2	66.452	5.1	2.09414305652479	1.18E-01	21.3823	1	20.8595	0	20.9021	0	20.9808	0	19.6607	1	19.3034	1	
	FBXO28	F-box only protein 28	2	2	Q9NVF7	Q9NVF7	2	2	2	41.149	6.2	2.36092138030082	2.73E-01	22.1003	0	20.696	1	19.6147	1	18.2631	1	20.4036	0	20.0262	1	
	ZWILCH	Protein zwilch homolog	2	2	Q9H900	Q9H900	2	2	2	67.213	3.9	2.47373335525902	1.59E-01	20.4209	1	20.4881	1	21.6155	0	19.1609	1	20.7978	0	18.6457	1	
	SERPINB4	Serpin B4	10	1	P48594	P48594	10	1	1	44.853	23.6	3.31693329688437	1.92E-01	19.1832	1	22.7604	0	20.0497	1	18.8675	1	19.3698	1	18.5664	1	
	KIF20A	Kinesin-like protein KIF20A	2	2	O95235	O95235	2	2	2	100.28	2.5	2.84179010329496	6.76E-02	21.4809	0	20.8571	0	20.6641	0	18.4659	1	19.6551	1	20.3608	0	
	ABCD3	ATP-binding cassette sub-family D member 3	1	1	P28288	P28288	1	1	1	75.475	2.1	2.11799619864463	6.03E-02	19.702	1	20.3337	1	20.4724	0	19.4155	1	18.4008	1	19.4437	1	
	FLNC	Filamin-C	9	2	Q14315	Q14315	9	2	2	291.02	3	2.15339055322711	1.48E-01	19.9519	1	20.9489	1	20.2503	0	19.034	1	18.4804	1	20.3169	1	
	XPC	DNA repair protein complementing XP-C cells	1	1	Q01831	Q01831	1	1	1	105.95	2	2.04189686728602	1.94E-01	20.5778	1	21.4822	1	20.0564	0	18.7131	1	20.4685	1	19.8451	1	
	UBXN8	UBX domain-containing protein 8	1	1	O00124	O00124	1	1	1	30.541	8.1	2.20150481552679	1.82E-01	21.0911	0	20.2039	1	20.727	1	18.4505	1	19.4362	1	20.7197	1	
	TAB1	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1	1	1	Q15750	Q15750	1	1	1	54.643	2.2	2.04407764699905	1.05E-01	20.136	1	21.1486	0	20.9973	1	19.9439	1	18.9912	1	20.2525	1	
	EXOSC3	Exosome complex component RRP40	1	1	Q9NQT5	Q9NQT5	1	1	1	29.572	5.5	3.17685666657011	1.32E-01	19.8985	1	21.3782	1	21.1835	1	17.8547	1	20.46	0	19.1426	1	
	VDAC3	Voltage-dependent anion-selective channel protein 3	1	1	Q9Y277	Q9Y277	1	1	1	30.658	4.6	2.06379546818876	3.48E-01	20.0604	0	19.0744	1	21.3741	1	19.0069	1	17.9306	1	20.4356	1	
	TGM5	Protein-glutamine gamma-glutamyltransferase 5	1	1	O43548	O43548	1	1	1	80.777	2.1	2.29906937436136	1.56E-01	20.7952	0	19.857	1	19.4425	1	18.0635	1	18.5076	1	19.9204	1	
	NAGK	N-acetyl-D-glucosamine kinase	1	1	Q9UJ70	Q9UJ70	1	1	1	37.375	4.9	2.24169499745161	1.39E-01	19.565	0	20.6387	1	21.0665	1	19.4378	1	19.9259	1	18.4128	1	
	NPC1	Niemann-Pick C1 protein	1	1	O15118	O15118	1	1	1	142.17	0.9	2.19536375026492	1.49E-01	19.7746	1	20.9878	1	21.0667	1	19.5926	1	18.5912	1	20.2419	0	
	PROSER2	Proline and serine-rich protein 2	1	1	Q86WR7	Q86WR7	1	1	1	45.801	3	2.52714772532019	1.33E-01	19.8674	1	19.9715	1	20.0789	1	19.6618	1	18.9665	1	17.2769	0	
	RPS27A;UBA52;UBB;UBC	Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin	19	19	P62979;P62987;P0CG47;P0CG48	P62979;P62987;P0CG47;P0CG48	19;18;18;18	19;18;18;18	19;18;18;18	17.965	55.1	1.1184486335807	5.93E-01	35.9492	0	36.5904	0	36.8915	0	36.2728	0	36.3415	0	36.3323	0	6;11;27;29;33;48;63;113
	HSPA1A	Heat shock 70 kDa protein 1A	62	37	P08107	P08107	62	62	37	70.051	89.5	0.951370370640996	6.06E-01	33.5629	0	33.2167	0	33.2686	0	33.2898	0	33.4453	0	33.5288	0	348;451;507;524
	UBA1	Ubiquitin-like modifier-activating enzyme 1	66	66	P22314	P22314	66	66	66	117.85	65.6	1.16306038328796	8.02E-01	32.3806	0	34.0059	0	32.011	0	32.1991	0	33.6353	0	31.9094	0	
	HSPA8	Heat shock cognate 71 kDa protein	51	33	P11142	P11142	51	45	33	70.897	70.1	1.11101785326941	5.14E-01	32.6723	0	32.1548	0	32.5437	0	32.4766	0	32.0169	0	32.4216	0	187;507
	VIM	Vimentin	53	48	P08670;P17661;P41219	P08670	53;6;5	53;6;5	48;2;3	53.651	89.1	1.15885575299282	5.64E-01	31.2249	0	30.5072	0	31.5936	0	31.094	0	30.699	0	30.8946	0	402
	HSP90AB1	Heat shock protein HSP 90-beta	46	26	P08238;Q58FF7	P08238	46;19	46;19	26;9	83.263	51	0.930527698541027	4.01E-01	30.4488	0	30.6671	0	30.5956	0	30.8405	0	30.6523	0	30.5304	0	
	HIST2H2AC;HIST2H2AA3;HIST1H2AJ;HIST1H2AH;H2AFJ;HIST1H2AD;HIST1H2AG	Histone H2A type 2-C;Histone H2A type 2-A;Histone H2A type 1-J;Histone H2A type 1-H;Histone H2A.J;Histone H2A type 1-D;Histone H2A type 1	7	3	Q16777;Q6FI13;Q99878;Q96KK5;Q9BTM1;P20671;P0C0S8	Q16777;Q6FI13;Q99878;Q96KK5;Q9BTM1;P20671;P0C0S8	7;7;6;6;6;6;6	7;7;6;6;6;6;6	3;3;2;2;2;2;2	13.988	58.1	0.979598520435047	9.69E-01	30.3074	0	31.2607	0	29.8613	0	29.3926	0	31.4456	0	30.6803	0	
	EEF1A1P5;EEF1A1	Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha 1	21	11	Q5VTE0;P68104	Q5VTE0;P68104	21;21	21;21	11;11	50.184	42.6	1.10339243934767	1.63E-01	30.4119	0	30.4345	0	30.6124	0	30.2985	0	30.4515	0	30.2828	0	392
	VCP	Transitional endoplasmic reticulum ATPase	62	62	P55072	P55072	62	62	62	89.321	69	1.04958834139014	6.83E-01	30.5851	0	30.5091	0	30.224	0	30.1772	0	30.5745	0	30.357	0	
	RPS3	40S ribosomal protein S3	26	26	P23396	P23396	26	26	26	26.688	81.5	0.93976321319076	6.34E-01	30.4243	0	29.983	0	30.4007	0	30.5064	0	30.1696	0	30.4009	0	214
	ACTG1	Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed	23	1	P63261	P63261	23	23	1	41.792	60.3	1.0238999856137	8.36E-01	30.3229	0	30.0238	0	30.4999	0	30.1616	0	30.2038	0	30.379	0	191;326
	HSPA5	78 kDa glucose-regulated protein	40	38	P11021	P11021	40	38	38	72.332	52.1	1.06297951903467	6.09E-01	29.6904	0	30.1344	0	30.1678	0	29.9417	0	29.957	0	29.8297	0	
	PCCA	Propionyl-CoA carboxylase alpha chain, mitochondrial	50	50	P05165	P05165	50	50	50	80.058	56	1.02129701939653	9.31E-01	29.6008	0	30.2449	0	29.5867	0	29.7377	0	30.2293	0	29.3742	0	
	KPNA2	Importin subunit alpha-1	23	23	P52292	P52292	23	23	23	57.861	63.7	0.829481091728327	2.84E-01	29.4	0	29.203	0	29.8943	0	29.7472	0	29.6537	0	29.9056	0	
	HSPA6	Heat shock 70 kDa protein 6	16	2	P17066;P48741	P17066	16;6	2;1	2;1	71.027	18.8	0.525481179854222	1.55E-01	29.6145	0	28.1915	0	29.149	0	30.0971	0	29.2816	0	30.3611	0	453;509
	YARS	Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed	47	47	P54577	P54577	47	47	47	59.143	64.4	0.725912719218582	1.44E-01	29.5595	0	28.8326	0	28.7695	0	29.5524	0	29.4586	0	29.537	0	
	PABPC1;PABPC3	Polyadenylate-binding protein 1;Polyadenylate-binding protein 3	30	20	P11940;Q9H361;Q4VXU2;Q96DU9	P11940;Q9H361	30;15;5;2	30;15;5;2	20;12;3;2	70.67	44.2	1.05487598463152	2.46E-01	29.2276	0	29.3041	0	29.2566	0	29.2045	0	29.2653	0	29.0873	0	
	CCT4	T-complex protein 1 subunit delta	25	25	P50991	P50991	25	25	25	57.924	53.1	0.829896886549541	1.21E-01	29.1499	0	28.8659	0	28.7035	0	29.1123	0	29.159	0	29.2549	0	
	LDHB	L-lactate dehydrogenase B chain	19	18	P07195	P07195	19	19	18	36.638	44	0.769294020580235	1.84E-01	29.255	0	28.7062	0	29.199	0	29.5076	0	29.1273	0	29.6604	0	244;308
	HSP90AA1	Heat shock protein HSP 90-alpha	45	30	P07900;Q14568;Q58FG0;Q58FG1	P07900	45;8;3;2	30;2;2;1	30;2;2;1	84.659	49.6	0.972919266989791	7.61E-01	28.8832	0	29.1872	0	29.1164	0	29.2564	0	29.0574	0	28.9918	0	
	ENO1	Alpha-enolase	27	25	P06733;P13929	P06733	27;2	27;2	25;0	47.168	65.9	0.988993469667126	8.89E-01	29.0803	0	29.1161	0	29.341	0	29.1153	0	29.1372	0	29.3328	0	5
	RAD23B	UV excision repair protein RAD23 homolog B	22	18	P54727	P54727	22	22	18	43.171	59.2	1.00747015401393	9.72E-01	29.2533	0	28.7231	0	28.7183	0	28.8555	0	28.5102	0	29.2967	0	
	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	32	26	P30153	P30153	32	32	26	65.308	54.2	0.97936327312395	8.88E-01	29.0505	0	28.9113	0	28.4291	0	28.7019	0	28.9306	0	28.8487	0	34
	EEF2	Elongation factor 2	37	36	P13639	P13639	37	36	36	95.337	49.3	1.02708109735948	7.99E-01	29.2117	0	28.8753	0	28.836	0	28.9824	0	28.7867	0	29.0382	0	239
	ST13;ST13P5;ST13P4	Hsc70-interacting protein;Putative protein FAM10A5;Putative protein FAM10A4	12	12	P50502;Q8NFI4;Q8IZP2	P50502;Q8NFI4;Q8IZP2	12;10;6	12;10;6	12;10;6	41.331	25.2	1.03573261172169	8.73E-01	29.1193	0	28.4105	0	29.4068	0	28.971	0	28.881	0	28.9326	0	
	XRCC5	X-ray repair cross-complementing protein 5	37	36	P13010	P13010	37	37	36	82.704	64.9	0.997808206506008	9.87E-01	28.5107	0	28.7075	0	28.619	0	28.3336	0	28.9372	0	28.576	0	
	SPTBN2	Spectrin beta chain, non-erythrocytic 2	35	28	O15020	O15020	35	28	28	271.32	20.3	0.844690657708888	2.98E-01	29.147	0	29.2276	0	29.3964	0	29.2808	0	29.8789	0	29.3417	0	
	SPTBN1	Spectrin beta chain, non-erythrocytic 1	96	86	Q01082	Q01082	96	96	86	274.61	46	0.817615244046336	2.68E-01	28.5256	0	28.9169	0	28.7516	0	28.8117	0	29.4126	0	28.8412	0	
	SLC3A2	4F2 cell-surface antigen heavy chain	25	25	P08195	P08195	25	25	25	67.993	41.6	0.945710880314682	8.07E-01	28.2983	0	29.0434	0	28.3256	0	28.6102	0	28.9742	0	28.3246	0	
	TUBB	Tubulin beta chain	21	5	P07437;A6NNZ2	P07437	21;5	21;5	5;0	49.67	53.2	1.21424538239076	2.50E-01	28.6691	0	28.4111	0	28.9051	0	28.215	0	28.6849	0	28.2453	0	
	PLS3	Plastin-3	34	31	P13797;P13796	P13797	34;4	34;4	31;3	70.81	53.3	1.12841363209901	4.35E-01	29.1246	0	28.5598	0	28.6065	0	28.6062	0	28.4294	0	28.7325	0	
	CTNNA1	Catenin alpha-1	41	33	P35221;Q9UI47	P35221	41;1	41;1	33;1	100.07	55.6	0.963625582421878	8.84E-01	28.1036	0	28.7633	0	27.9465	0	28.1998	0	28.7808	0	27.9933	0	
	PDCD6IP	Programmed cell death 6-interacting protein	48	48	Q8WUM4	Q8WUM4	48	48	48	96.022	52.5	0.785878397406505	8.94E-02	28.2635	0	28.0749	0	28.5989	0	28.607	0	28.6997	0	28.6734	0	
	CCT2	T-complex protein 1 subunit beta	36	36	P78371	P78371	36	36	36	57.488	60.6	0.761991600518287	6.05E-02	28.1582	0	28.0402	0	28.3774	0	28.3973	0	28.7922	0	28.5627	0	
	CCT7	T-complex protein 1 subunit eta	30	30	Q99832	Q99832	30	30	30	59.366	59.5	0.782271874004571	8.95E-02	28.334	0	27.992	0	27.8457	0	28.5317	0	28.3962	0	28.3065	0	
	YWHAE	14-3-3 protein epsilon	21	19	P62258	P62258	21	21	19	29.174	71	0.916323548122728	4.24E-01	28.4367	0	28.6246	0	28.2264	0	28.4652	0	28.7209	0	28.4798	0	
	PHGDH	D-3-phosphoglycerate dehydrogenase	20	20	O43175	O43175	20	20	20	56.65	42.2	0.978993034326868	9.30E-01	28.006	0	28.6271	0	28.6891	0	28.0819	0	28.9248	0	28.4074	0	21
	VCL	Vinculin	56	56	P18206	P18206	56	56	56	123.8	56.3	0.766431626681051	5.32E-02	28.3629	0	28.2804	0	28.1001	0	28.6356	0	28.8341	0	28.425	0	
	CCT6A	T-complex protein 1 subunit zeta	29	29	P40227;Q92526	P40227	29;5	29;5	29;5	58.024	50.7	0.848914992805259	3.54E-01	28.3256	0	28.2703	0	27.8841	0	28.1021	0	28.7174	0	28.3694	0	
	PARP1	Poly [ADP-ribose] polymerase 1	38	38	P09874	P09874	38	38	38	113.08	44.6	0.885309004275627	9.06E-02	28.3771	0	28.5083	0	28.4188	0	28.7403	0	28.5863	0	28.5048	0	
	HSPH1	Heat shock protein 105 kDa	37	34	Q92598	Q92598	37	37	34	96.864	47.2	1.08315221603601	6.47E-01	28.6648	0	28.5455	0	28.0485	0	28.3082	0	28.0647	0	28.5402	0	
